"Action,Id,ShopName,ShopNameDisplay,ShopStatus,ShopType,SPLC,SCAC,Address1,Address2,City,State,Zip,IsAITXShop,CertifcationClass,CertificationDate,CertificateExpiration,Comment,CurrencyCode,DeliveryLines,DisplayOnCustomerMap,DisplayOnWebPortal,Email,EnvironmentalReview,Fax,LaborRate,Latitude,Longitude,LogoURL,Phone,SAP,Website,EnterDate,EnterUserId,LastEditDate,LastEditUserId,Last Verified,,,,"
"Check,2432,Lmc Industrial  (American Motive Power Amp),LMC Industrial  (American Motive Power AMP) (Dansville),Active,Repair,184582000,,9431 Foster Wheeler Rd,,Dansville,NY,14437,No,,,,Current switch $250 in and $250 out   Station Mark D785  AITX will need to set up Shipper Connect with Rochester and Southern to arrange Inbound/Outbound switching to/from            ,,RSR,No,No,kthielges@americanmotivepower.com; bmastin@lmcic.com; abriggs@lmcic.com,No,,,42.5716,-77.7224,,(585) 335-3131,1009425,www.lmcic.com,2023-06-15 07:57:24,5715,2024-10-23 13:42:06,5715,2025-03-03,,,,"
",2003,""Logibio Louisiana, Llc"",""LogiBio Louisiana, LLC (Port Allen)"",Review,Repair: Mini Mobile,,,,,Port Allen,LA,nan,No,,2014-09-12 00:00:00,,Pete Humphrey,,,No,No,portallen@logibiollc.com,No,,,,,,(225) 301-8088,0,,2014-09-12 14:41:20,23,2014-09-12 14:41:20,23,2025-03-03,,,,"
",2033,Loop Logistics,Loop Logistics (Ottawa),Active,Repair,,,1520 West Norris Drive,PO Box 646,Ottawa,IL,61350,No,,,,,,,No,No,jcarlock_looplogistics@cimcorecycling.com,No,815-433-0131,,,,,(815) 433-0099,1005932,,2016-05-17 09:08:53,1039,2024-02-08 06:29:54,5715,2025-03-03,,,,"
",296,Mars Steel & Iron,Mars Steel & Iron (Commerce City),Review,Repair,744189000,,,,Commerce City,CO,nan,No,,,,Contact at the facility is Felipe Castro  303-472-1121,,,No,No,,No,,,,,,(303) 472-1121,0,,2007-04-01 00:00:00,1,2011-01-31 13:35:45,23,2025-03-03,,,,"
",275,Marsh Railcar,Marsh Railcar (St Charles),Review,Repair,567230000,,4155 Industrial Drive,,St Charles,MO,63301,No,,,,,,,No,No,,No,(636) 447-2581,,,,,(636) 447-7756,0,,2007-04-01 00:00:00,1,2007-04-01 00:00:00,1,2025-03-03,,,,"
",930,Martech Rail Services,Martech Rail Services (Welland),Active,Repair: Mini Mobile,4519000,,615 Rusholme Road,,Welland,ON,L3B 5,No,,,,Not found in SAP Vendor,,,No,No,marcel@martechindustrial.ca; info@martechindustrial.ca,No,905-732-6829,,,,,(905) 732-0637,0,,2011-09-01 11:46:15,273,2018-06-01 14:42:41,3509,2025-03-03,,,,"
",2040,Maverick Energy Services,Maverick Energy Services (Elmendorf),Review,Cleaning,,,Arrow Material Services,16456 Old Corpus Christi Road,Elmendorf,TX,78112,No,,,,Delivering line is the BNSF,,BNSF,Yes,No,m@okmaverick.com; steveg@okmaverick.com,No,,,29.260406,-98.340616,,(214) 615-1206,0,www.okmaverick.com,2016-06-06 14:04:17,49,2016-06-13 15:25:05,49,2025-03-03,,,,"
",2038,Maverick Energy Services,Maverick Energy Services (Holdenville),Review,Cleaning,,,201 Kingsberry Rd,,Holdenville,OK,74848,No,,,,Marc Mattox is contact.  Delivering line is the BNSF ,,BNSF,Yes,No,m@okmaverick.com; steveg#okmaverick.com,No,,,35.086888,-96.425838,,(214) 615-1206,0,www.okmaverick.com,2016-06-06 14:00:25,49,2016-06-13 15:26:16,49,2025-03-03,,,,"
",2041,Maverick Energy Services,Maverick Energy Services (Pampa),Review,Cleaning,,,8201 FM 2300,,Pampa,TX,79065,No,,,,Delivering line is the BNSF ,,BNSF,Yes,No,m@okmaverick.com; steveg@okmaverick.com,No,,,35.485139,-101.046195,,(214) 615-1206,0,www.okmaverick.com,2016-06-06 14:07:57,49,2016-06-13 15:25:40,49,2025-03-03,,,,"
",2045,Maverick Energy Services,Maverick Energy Services (Slaton),Review,Cleaning,,,1410 South 2nd Street,,Slaton,TX,79364,No,,,,,,BNSF,Yes,No,m@okmaverick.com; steveg@okmaverick.com,No,,,33.425909,-101.636088,,(214) 615-1206,0,www.okmaverick.com,2016-06-15 11:35:16,272,2016-06-15 11:35:16,272,2025-03-03,,,,"
",2483,Mecarail/Rb Imports And Exports International,MECARAIL/RB Imports and Exports International (Montreal),Active,Repair: Mini Mobile,,,,,Montreal,QC,nan,No,,,,Onsite with Indorama  RB Imports & Exports / Atelier Mécarail.  Atelier Mecarail is vendor #1010671,,CN,No,No,SROSEN@RBRAILWAYGROUP.COM  ,No,,,,,,,0,,2024-09-10 09:25:24,5715,2024-12-27 08:25:10,3534,2025-03-03,,,,"
",278,Metro East Industries,Metro East Industries (East St Louis),Active,Repair,396640000,,P.O.  Box 3220,3126 Missouri Avenue,East St Louis,IL,62205,No,,,,Delivering line ALS,,""ALS, NS"",Yes,No,dandrews@metroeastinc.com; bhanvey@metroeastinc.com; egouy@metroeastinc.com; PPeludat@metroeastinc.com ,Yes,(618) 874-3785,,38.6003988,-90.1310819,,(618) 271-7210,1006276,www.metroeastinc.com,2007-04-01 00:00:00,1,2022-07-21 19:28:23,4786,2025-03-03,,,,"
",2159,Mid-America Car Inc,Mid-America Car Inc (Kansas CIty),Active,Repair,,,1523 North Monroe,PO Box 33543,Kansas City,MO,64120,No,,,,,,KCS,No,No,,No,,,,,,,1006292,,2021-06-22 07:56:55,3492,2021-07-26 17:50:45,3492,2025-03-03,,,,"
",279,Midwest Freight Car,Midwest Freight Car (Clinton),Review,Repair,387950000,,,,Clinton,IN,nan,No,,,,,,,No,No,,No,,,,,,,0,,2007-04-01 00:00:00,1,2007-04-01 00:00:00,1,2025-03-03,,,,"
",855,""Midwest Railcar Repair, Inc."",""Midwest Railcar Repair, Inc. (Brandon (Corson))"",Active,Repair,527155000,,25965 482nd Avenue,,Brandon (Corson),SD,57005,No,,,,Delivering line BNSF,,BNSF,Yes,No,dsmook@mwrail.com; dbradford@mwrail.com; meliason@mwrail.com; cjulson@mwrail.com; msmith@mwrail.com; jchristensen@mwrail.com,Yes,,,43.620523,-96.576559,,(605) 582-8300,1005195,www.mwrail.com,2010-05-18 15:24:08,273,2023-02-27 13:04:33,5727,2025-03-03,,,,"
",2020,Midwest Terminals Of Toledo,Midwest Terminals of Toledo (Maumee),Review,Repair,343100000,,383 W. Dussel Drive,,Maumee,OH,43537,No,,,,,,,No,No,,No,,,,,,,0,,2015-11-03 08:12:40,254,2015-11-03 08:12:40,254,2025-03-03,,,,"
",51,""Millenium Rail, Inc."",""Millenium Rail, Inc. (Juntion City)"",Review,Repair,585250000,,P.O. Box 188,,Juntion City,KS,66441,No,,,,,,,No,No,,No,(913) 762-2109,,,,,(913) 762-4330,0,,2007-04-01 00:00:00,1,2007-04-01 00:00:00,1,2025-03-03,,,,"
",214,""Millenium Rail, Inc."",""Millenium Rail, Inc. (Council Bluffs)"",Review,Repair,549260000,,P.O. Box 835,,Council Bluffs,IA,51502,No,,,,,,,No,No,,No,(712) 328-8780,,,,,(712) 323-2353,0,,2007-04-01 00:00:00,1,2007-04-01 00:00:00,1,2025-03-03,,,,"
"Delete,399,Misc Railroads,Misc Railroads (),Review,Repair,,,,,,,nan,No,,,,,,,No,No,,No,,,,,,,0,,2007-04-01 00:00:00,1,2010-07-30 14:35:56,49,2025-03-03,,,,"
"Delete,2285,Miscellaneous Facility,MISCELLANEOUS FACILITY (Maumee),Active,Repair,,MSF,Dummy,,Maumee,OH,43537,No,,,,Added from Insight,USD,,No,No,,No,,,,,,,1005748,,2023-01-06 00:00:00,1,2023-01-05 00:00:00,1,2025-03-03,,,,"
"Check,281,Mobil Repair Cleaning,Mobil Repair Cleaning (Fitzgerald),Review,Repair,467270000,,,,Fitzgerald,GA,nan,No,,,,,,,No,No,,No,,,,,,,0,,2007-04-01 00:00:00,1,2007-04-01 00:00:00,1,2025-03-03,,,,"
",288,Mobile Rail Cleaning,Mobile Rail Cleaning (Blackshear),Review,Repair: Mini Mobile,,,,,Blackshear,GA,nan,No,,,,,,,No,No,,No,,,,,,,0,,2007-04-01 00:00:00,1,2008-12-30 13:44:44,35,2025-03-03,,,,"
",2110,Monsanto (Bayer) - Soda Springs,MONSANTO (BAYER) - SODA SPRINGS (**),Active,Repair: Mini Mobile,,,,,,,nan,No,,,,""This is an onsite mobile crew at Bayer/Monsanto, Soda Springs ID"",,,No,No,curt.bullock@bayer.com,No,,,,,,,1009290,,2019-11-13 13:03:39,3492,2020-07-01 10:14:20,1,2025-03-03,,,,"
",3093,Monsanto,Monsanto (St. Louis),Active,Repair: Mini Mobile,,,800 N. Lindbergh BLVD,,St. Louis,MO,63167,No,,,,This is for paying Monsanto for P4 cars repaired at their Soda Springs plant. ,,,No,No,,No,,,,,,,0,,2024-09-20 00:00:00,1,2024-09-20 00:00:00,1,2025-03-03,,,,"
",3137,Motive Care & Supply,Motive Care & Supply (Hot Springs),Active,Repair,,,PO Box 3380,,Hot Springs,AR,nan,No,,,,""Cory Leonhard  Motive Care & Supply, Inc.  Office Manager  501-276-8459  "",,,No,No,mcsiloco@att.net,No,,,,,,(501) 276-8459,1009224,,2024-11-27 10:21:36,3534,2024-11-27 10:21:36,3534,2025-03-03,,,,"
",799,""Mountain State Rail Services, Inc."",""Mountain State Rail Services, Inc. (Green River)"",Active,Repair: Mini Mobile,,,254 County Road 4-6,PO Box 999,Green River,WY,82935,No,,,,,,,No,No,jim.brewer@msrsinc.com; andrea.luce@msrsinc.com,No,,,,,,(307) 872-7137,1007820,,2009-05-18 11:55:39,273,2025-02-04 09:54:23,5715,2025-03-03,,,,"
"Delete,297,Mrcx,MRCX (**),Review,Repair,465790000,,200 Park Street,,,,nan,No,,,,,,,No,No,,No,(773) 244-8341,,,,,(773) 244-8340,0,,2007-04-01 00:00:00,1,2007-04-01 00:00:00,1,2025-03-03,,,,"
",2016,Mulberry Railcar,Mulberry Railcar (Mulberry),Active,Repair,497653,,PO Box 1038,1200 Prairie Mine Road,Mulberry,FL,33860,No,,,,,,CSX,No,No,treichert@mulberryrailcar.com; billg@mulberryrailcar.com,No,,,,,,(863) 425-4986,1005757,,2015-08-31 14:30:13,254,2024-05-02 07:45:46,5735,2025-03-03,,,,"
",2286,Murco Rail Services  - Kathleen GA  (NS),Murco Rail Services  - Kathleen GA  (NS) (Bonaire),Active,Repair,463540000,D213,200 Tidwell Road,,Bonaire,GA,31005,No,,,,Added from Insight,,NS,No,No,murrcorailservices@gmail.com; shopinfo@murcorailservices.com,No,,,,,,(478) 235-1574,1008765,www.murcorailservices.com,2023-01-06 00:00:00,1,2023-05-15 07:59:56,5715,2025-03-03,,,,"
",305,""National Rail Car, Inc."",""National Rail Car, Inc. (Tennille)"",Review,Repair,458650000,,P.O. Box 448,,Tennille,GA,31089,No,,,,,,,No,No,,No,(912) 553-1903,,32.938887,-82.810958,,(912) 552-0025,0,,2007-04-01 00:00:00,1,2007-04-01 00:00:00,1,2025-03-03,,,,"
",313,""National Rail Car, Inc."",""National Rail Car, Inc. (Roscoe)"",Review,Repair,678933000,,111 Cypress Street,,Roscoe,TX,79545,No,,,,,,,No,No,PatienceM@ecesi.com,No,(915) 766-3155,,32.44577,-100.538619,,(800) 903-9823,0,,2007-04-01 00:00:00,1,2007-10-17 10:02:56,49,2025-03-03,,,,"
"Check,2423,National Railway Equipment Co,National Railway Equipment Co (**),Active,Repair,,,,,,,nan,No,,,,,,,No,No,,No,,,,,,,1009289,,2023-05-05 08:42:55,5716,2023-06-29 09:15:03,5715,2025-03-03,,,,"
",2000,Nebraska Railcar Cleaning Services,Nebraska Railcar Cleaning Services (Omaha),Review,Cleaning,,,115 Hickory Street,,Omaha,NE,68108,No,,,,Delivering line BNSF,,BNSF,Yes,No,admin@nrcsomaha.com; adam@nrcsomaha. com,No,402-955-0122,,41.2435525,-95.9182789,,(402) 341-2233,0,www.nrcsomaha.com,2014-09-02 13:05:00,273,2016-06-06 13:58:11,273,2025-03-03,,,,"
",2287,Norfolk Southern,NorfoLk Southern (Hollidaysburg),Active,Repair,,NS,Lockbox #22984,,Hollidaysburg,PA,16648,No,,,,Added from Insight,,,No,No,,No,,,,,,,1008767,,2023-01-06 00:00:00,1,2023-01-05 00:00:00,1,2025-03-03,,,,"
",308,Northeastern Illinois Railway Services,Northeastern Illinois Railway Services (Iroquois),Active,Repair,387132000,,,,Iroquois,IL,nan,No,,,,Delivering line is the KBSR,,KBSR,No,No,trish.nirs@frontier.com,No,,,,,,,1008251,,2007-04-01 00:00:00,1,2022-07-28 12:11:01,4786,2025-03-03,,,,"
",1998,Northern Plains Rail (Total Trans Care),Northern Plains Rail (Total Trans Care) (Fordville),Active,Repair,,,100 Railroad Ave/PO Box 38,,Fordville,ND,58231,No,,,,Added Railcar repairs - 5/2021.  Mobile call out available.  updated shop name - match their invoice - pk - 1/21/25.,,,No,No, john_tofsly@nprail.com; rick_spiering@nprail.com; susan_thompson@nprail.com,No,CPR,,48.2155806,-97.7932466,,(701) 229-3310,1005756,,2014-08-28 13:46:53,1039,2025-01-21 13:50:03,3534,2025-03-03,,,,"
",319,Ohio Ag Terminal,Ohio Ag Terminal (Cairo),Review,Repair,344843000,,,,Cairo,OH,nan,No,,,,,,,No,No,,No,,,40.830983,-84.084992,,,0,,2007-04-01 00:00:00,1,2007-04-01 00:00:00,1,2025-03-03,,,,"
",2453,""Ohio Freight Car Services, Llc"",""Ohio Freight Car Services, LLC (Canton)"",Active,Repair: Mini Mobile,,,3700 Columbus Rd. NE,,Canton,OH,44705,No,,,,Mobile ,,RJ Corman,No,No,jad@ohiofreightcarservices.com,No,,,,,,,1008431,,2023-09-14 11:24:58,5715,2023-09-19 12:37:38,5715,2025-03-03,,,,"
",2289,Omaha Lincoln & Beatrice Rail Lincolnne,OMAHA LINCOLN & BEATRICE RAIL LINCOLNNE (Lincoln),Active,Repair,553900000,OLB,1815 Y STREET,,Lincoln,NE,68508,No,,,,Added from Insight,,,No,No,AndyKr@olbrailway.com; ryans@olbrailway.com,No,,,,,,,1008454,,2023-01-06 00:00:00,1,2023-03-08 10:49:15,5715,2025-03-03,,,,"
",851,On Track Railcar,On Track Railcar (Plantersville),Review,Repair,,,13133 FM 149 Road,,Plantersville,TX,77316,No,,,,,,,No,No,ontx@msn.com; sheilaotmt@outlook.com,No,936-597-7357,,,,,(936) 597-8110,0,,2010-04-08 16:13:19,49,2015-11-20 09:11:25,1039,2025-03-03,,,,"
",2474,Ontario Northland Rrc,Ontario Northland RRC (North Bay),Active,Repair,512000000,,555 Oak Street East,,North Bay,ON,P1B 8L3,No,,,,Shortline contact  Sandra Broderick  705-472-4500 X118  sandra.broderick@ontarionorthland.ca  ,,ONT via CN N Bay,No,No,bryce.girard@ontarionorthland.ca  ,No,,,46.322536,-79.45636,,(705) 845-7772,1008462,www.ontarionorthland.ca,2024-05-29 12:01:42,5715,2024-06-03 13:17:46,5715,2025-03-03,,,,"
",327,Ottawa Railcar,Ottawa Railcar (Ottawa),Review,Repair,384850000,,,,Ottawa,IL,nan,No,,,,,,,No,No,,No,(815) 434-2578,,41.353634,-88.841192,,(815) 434-1779,0,,2007-04-01 00:00:00,1,2007-04-01 00:00:00,1,2025-03-03,,,,"
",326,Ows Railcar,OWS Railcar (Sarnia),Active,Repair,47600,,100 Clifford St,,Sarnia,ON,N7T 8,No,,,,Sage Option Field Vendor:  OWSR,,CSXT,No,No,billing@owsrailcar.on.ca; cjarvis@mansourgroup.inc,No,,,42.95569,-82.4178919,,(519) 332-6207,1008769,,2007-04-01 00:00:00,1,2025-02-13 06:51:04,5715,2025-03-03,,,,"
"Check,778,Owsa Rail Car,OWSA Rail Car (St. Clair),Active,Repair,,,1409 Fred W Moore Hwy,,St. Clair,MI,48079,No,,,,Sage Vendor Optional Field:  OWS,,,No,No,dstevens@owsrailcar.on.ca,No,,,42.821423,-82.490987,,,0,,2009-01-26 08:22:19,49,2022-07-21 20:31:14,4786,2025-03-03,,,,"
"Check,2160,Owsa Railcar (Usa),OWSA Railcar (USA) (St Clair),Active,Repair,,,,,St Clair,MI,nan,No,,,,,,,No,No,ekewley@owsrailcar.on.ca,No,,,,,,,1008769,,2021-07-07 11:19:16,3492,2021-07-07 11:19:16,3492,2025-03-03,,,,"
"Check,289,P4 Production,P4 Production (Soda Springs),Review,Repair,835484000,,Hwy 34 North,,Soda Springs,ID,83276,No,,,,Shop location for P4 cars only. No other lessees can use this location. ,,,No,No,john.street@bayer.com,No,,,,,,,0,,2007-04-01 00:00:00,1,2025-02-12 13:23:50,1039,2025-03-03,,,,"
",2760,Palmetto Railways,Palmetto Railways (Charleston),Active,Repair: Mini Mobile,447850000,,540 East Bay Street,,Charleston,SC,29403,No,,,,,,,No,No,LMizell@palmettorail.com; hmartel@palmettorail.com,No,,,,,,,0,,2024-09-20 00:00:00,1,2024-09-20 00:00:00,1,2025-03-03,,,,"
",841,Panther Logistics,Panther Logistics (),Review,Repair,,,,,,,nan,No,,,,,,,No,No,scott.bailey@pantherlogisticsllc.com,No,,,,,,,0,,2010-03-26 15:20:50,49,2010-03-26 15:20:50,49,2025-03-03,,,,"
",842,Panther Logistics,Panther Logistics (Sterling),Review,Repair,,,,,Sterling,IL,nan,No,,,,,,,No,No,scott.bailey@pantherlogisticsllc.com,No,,,,,,,0,,2010-03-26 15:23:10,49,2010-03-26 15:23:10,49,2025-03-03,,,,"
",2471,Pattison Company,Pattison Company (Garnavillo),Active,Repair,531439000,,23656 Great River Rd,,Garnavillo,IA,52049,No,,,,,,CPKC ,No,No,bmcfarlane@pattisoncompany.com  ,No,,,,,,(563) 380-8719,0,,2024-05-02 12:32:25,5715,2024-05-02 13:18:22,5715,2025-03-03,,,,"
",344,Pds Railcar Services,PDS Railcar Services (Calgary),Review,Repair,82400,,1805 30th Avenue S.E.,,Calgary,AB,T2G 4,No,,,,,,,No,No,mikec@caltrax.ca,No,(403) 261-6808,,51.055149,-114.062438,,(403) 294-1880,0,,2007-04-01 00:00:00,1,2007-12-04 09:45:59,49,2025-03-03,,,,"
",2851,Petroleum Service Corp,Petroleum Service Corp (Baton Rouge),Active,Repair: Mini Mobile,,,6700 Jefferson HWY,Building 8,Baton Rouge,LA,70806,No,,,,MRU for Ineos hopper cars.  D288,,,No,No,elvin.garcia@external.ineos.com; kevin.thomas@PetroleumService.com,No,,,,,,,1005980,,2024-09-20 00:00:00,1,2024-10-11 14:37:04,11,2025-03-03,,,,"
",2109,Petroleum Service Corporation,Petroleum Service Corporation (Baton Rouge),Active,Repair: Mini Mobile,,,725 Main Street,,Baton Rouge,LA,70807,No,,,,This is a mini-mobile on site at ExxonMobil in Baton Rouge,,,No,No,Joseph.Burgess@SGS.com,No,,,,,,(225) 343-8262,1005980,,2019-10-31 13:20:59,3492,2020-07-01 10:14:20,1,2025-03-03,,,,"
",2290,Pfl / Progressive Fuels Limited - Naples,PFL / PROGRESSIVE FUELS LIMITED - NAPLES (Naples),Active,Repair: Mini Mobile,222000000,C440,1865 Veterans Park Dr,,Naples,FL,34109,No,,,,Added from Insight,,,No,No,,No,,,,,,,1008710,,2023-01-06 00:00:00,1,2023-01-05 00:00:00,1,2025-03-03,,,,"
",856,Platinum Rail,Platinum Rail (Hamilton),Review,Repair,,,394 Sherman Ave. N.,,Hamilton,ON,L9L 6,No,,,,,,,No,No,edeckert@platinumrail.com,No,,,,,,(905) 524-2234,0,,2010-05-28 13:33:14,273,2010-05-28 13:33:14,273,2025-03-03,,,,"
",2165,Platinum Rail,Platinum Rail (Hamilton),Active,Repair,,,394 Sherman Avenue N,,Hamilton,ON,L8L 6,No,,,,,,CN,No,No,rmclaughlin@platinumrail.com,No,,,,,,,1007819,,2022-03-25 11:03:51,3492,2022-03-28 09:00:18,3492,2025-03-03,,,,"
",507,Potts Welding & Boiler Rpr,Potts Welding & Boiler Rpr (Newark),Review,Repair,221190000,,,,Newark,DE,nan,No,,,,,,,No,No,,No,,,,,,,0,,2007-04-01 00:00:00,1,2007-04-01 00:00:00,1,2025-03-03,,,,"
",845,Prairie Railcar Services,Prairie Railcar Services (Saskatoon),Active,Repair: Mini Mobile,,,#205-3301 8th St. E,,Saskatoon,SK,S7H 5,No,,,,,,,No,No,,No,,,,,,(306) 933-2254,1005754,,2010-03-30 13:52:57,273,2020-07-01 10:14:20,1,2025-03-03,,,,"
"Check,336,Premier Corrosion Prot.,Premier Corrosion Prot. (Oakville),Review,Repair,44777,,,,Oakville,ON,nan,No,,,,,,,No,No,,No,,,,,,,0,,2007-04-01 00:00:00,1,2007-04-01 00:00:00,1,2025-03-03,,,,"
",3092,Priority Railcar Services,Priority Railcar Services (South Range),Active,Repair: Mini Mobile,,,PO Box 85,,South Range,WI,54874,No,,,,WIX for code,,,No,No,priorityrail.hg@gmail.com,No,,,,,,(218) 341-5197,0,,2024-09-20 00:00:00,1,2024-09-20 00:00:00,1,2025-03-03,,,,"
"Check,3121,Priority Yard And Train,Priority Yard and Train (Simpsonville),Active,Repair,566790,,122 Citizens Blvd,,Simpsonville,KY,40067,No,,,,,,NS,No,No,steve.tonkel@valiantmh.com; rob.richardson@valiantmh.com,No,,,39.1936,-94.7785,,(502) 655-2188,0,www.priorityyt.com,2024-09-20 00:00:00,1,2024-09-20 00:00:00,1,2025-03-03,,,,"
",199,Procor,Procor (Hagersville),Review,Repair,45580,,,,Hagersville,ON,nan,No,,,,,,,No,No,,No,,,,,,,0,,2007-04-01 00:00:00,1,2007-04-01 00:00:00,1,2025-03-03,,,,"
",828,Procor,Procor (Joffre),Active,Repair,,,Hwy 597,254 Range Road,Joffre,AB,TOC 1,No,,,,,,CN,Yes,No,nri@procor.com; ladouceur@procor.com; kidman@procor.com;  McKee@procor.com; szczerbowicz@procor.com; jenmiller@transcorailway.com; chase.peterson@transcorailway.com; jacob.zuck@marmonrail.com  ,No,,,52.3374618,-113.5543887,,(403) 885-2147,1005753,,2010-01-26 16:13:58,273,2023-06-22 08:00:42,1156,2025-03-03,,,,"
",920,Procor,Procor (Fort Saskatchewan),Active,Repair,,,""Hwy 21, Main Gate, Bldg 141A"",c/o Dow Chemicals,Fort Saskatchewan,AB,T8L 2,No,,,,,,,No,No,srobinson1@dow.com; szczerbowicz@procor.com; jacob.zuck@marmonrail.com ,No,,,53.7414234,-113.1718463,,,1005753,,2011-05-25 13:50:11,273,2023-06-22 08:00:23,1156,2025-03-03,,,,"
",337,Procor,Procor (Pincher Creek),Review,Repair: Mini Mobile,,,,,Pincher Creek,AB,nan,No,,,,,,,No,No,smith@procor.com; hynne@procor.com; letwin@procor.com,No,,,49.485634,-113.936609,,,0,,2007-04-01 00:00:00,1,2018-05-01 15:25:24,3534,2025-03-03,,,,"
",852,Procor,Procor (Unit 1 Winnipeg),Active,Repair: Mini Mobile,,,968 Redonda St.,Box 10 GRP587 RR5,Unit 1 Winnipeg,MB,R2C 2,No,,,,,,,No,No,ciastko@procor.com;  szczerbowicz@procor.com,No,,,49.9217791,-96.9785326,,,1005753,,2010-04-21 11:47:53,273,2022-07-25 13:11:44,4786,2025-03-03,,,,"
",758,Procor - N. Vancouver,Procor - N. Vancouver (North Vancouver),Active,Repair,,,100 Amherst Ave.,,North Vancouver,BC,V7H 1,No,,,,NOTE - Location is a mobile unit/ onsite crew located inside a Chemtrade plant. ,,,No,No,bryan.jones@procor.com;  Paula.Cameron@marmonrail.com,No,,,,,,,1005753,,2008-02-27 13:37:43,49,2024-10-17 14:32:31,3534,2025-03-03,,,,"
",2472,Procor - Transmark,Procor - Transmark (Lethbridge),Active,Repair,,,74075 HWY 845,,Lethbridge,AB,T1K  ,No,,,,,,,No,No,albert@procor.com; tyrone.purcell@procor.com; halliday@procor.com; mark.haggett@procor.com  ,No,,,,,,,1005753,,2024-05-20 13:56:14,3509,2024-05-20 14:12:45,3509,2025-03-03,,,,"
",341,Procor Limited,Procor Limited (Edmonton),Active,Repair,84100000,,9500 34th Street,,Edmonton,AB,T5J 2,No,,,,,,,No,Yes,blankenau@procor.com; willson@procor.com; lee@procor.com;Nri@procor.com;rodney.valdes@procor.com;szczerbowicz@procor.com; amanda.barrett@procor.com; macpherson@procor.com; michael.durowoju@procor.com,No,(780) 465-3824,,53.532187,-113.393954,,(780) 465-0941,1005753,,2007-04-01 00:00:00,1,2023-03-31 11:47:51,3492,2025-03-03,,,,"
",347,Procor Limited,Procor Limited (MB),Active,Repair,45574,,PO Box 62008,,,MB,nan,No,,,,,,,No,No,knight@procor.com; Nri@Procor.com;  szczerbowicz@procor.com,No,,,,,,(204) 229-7769,1005753,,2007-04-01 00:00:00,1,2021-06-03 10:36:16,1156,2025-03-03,,,,"
",349,Procor Limited,Procor Limited (Medicine Hat),Review,Repair,80300,,1950 Brier Park Road,,Medicine Hat,AB,T1A 7,No,,,,,,,No,No,,No,(403) 528-9043,,50.040483,-110.673523,,(403) 528-9042,0,,2007-04-01 00:00:00,1,2007-04-01 00:00:00,1,2025-03-03,,,,"
",353,Procor Limited,Procor Limited (Montreal),Active,Repair: Mini Mobile,,,350 Lelievre St,,Montreal,,nan,No,,,,,,,No,No,Nri@procor.com,No,,,45.6321806,73.5163722,,,1005753,,2007-04-01 00:00:00,1,2020-12-09 16:03:52,3492,2025-03-03,,,,"
",355,Procor Limited,Procor Limited (Oakville),Active,Repair,44777,,2001 Speers Rd,,Oakville,ON,L6L 2,No,,,,,,,No,Yes,borgfjord@procor.com; vaine@procor.com; nri@procor.com;  szczerbowicz@procor.com; jenmiller@transcorailway.com; chase.peterson@transcorailway.com; jacob.zuck@marmonrail.com  ,No,(905) 469-5208,,43.4186388,-79.7184151,,(905) 827-4111,1005753,,2007-04-01 00:00:00,1,2023-06-22 08:01:08,1156,2025-03-03,,,,"
",359,Procor Limited,Procor Limited (Sarnia),Active,Repair,47600,,725 Procor Drive,,Sarnia,ON,N7T 7,No,,,,,,CN,No,Yes,selman@procor.com; nri@procor.com;  szczerbowicz@procor.com; jenmiller@transcorailway.com; chase.peterson@transcorailway.com; jacob.zuck@marmonrail.com  ,No,(519) 332-8003,,42.956374,-82.337678,,(519) 332-8000,1005753,,2007-04-01 00:00:00,1,2023-06-22 08:01:16,1156,2025-03-03,,,,"
",840,Procor Limited,Procor Limited (Toronto),Active,Repair: Mini Mobile,,,Box 6191 Postal Sta F,,Toronto,ON,M4Y 2,No,,,,,,,No,No,Nri@procor.com,No,,,,,,(905) 827-4111,1005753,,2010-03-26 14:15:08,273,2020-12-09 16:05:37,3492,2025-03-03,,,,"
",339,Procor Limited,Procor Limited (Trail),Active,Repair: Mini Mobile,90533000,,,,Trail,BC,nan,No,,,,,,,No,No,,No,,,,,,,1005753,,2007-04-01 00:00:00,1,2020-07-01 10:14:20,1,2025-03-03,,,,"
",362,Procor Limited,Procor Limited (Vancouver),Active,Repair,93526,,660A Riverside Road,,Vancouver,BC,V2S7N,No,,,,,,,No,No,Borgfjord@procor.com,No,(604) 854-3304,,49.263588,-123.138565,,,1005753,,2007-04-01 00:00:00,1,2024-02-08 06:35:14,5715,2025-03-03,,,,"
",83,Procor Limited - Mobile Unit,Procor Limited - Mobile Unit (**),Active,Repair: Mini Mobile,30134000,,350 Lelievre Street,,,,H1B 5,No,,,,,,,No,No,,No,(514) 645-0033,,,,,(514) 645-2201,1005753,,2007-04-01 00:00:00,1,2020-07-01 10:14:20,1,2025-03-03,,,,"
